Category,Brand,Item ID,Model,Description,Price,URL
French Door Refrigerators,LG,322961677,LRFCS29D6S,29 cu. ft. 3-Door French Door Refrigerator in Stainless Steel with Door Cooling+ and Internal Ice Dispenser,1498.0,https://www.homedepot.com/p/LG-29-cu-ft-3-Door-French-Door-Refrigerator-in-Stainless-Steel-with-Door-Cooling-and-Internal-Ice-Dispenser-LRFCS29D6S/322961677
French Door Refrigerators,LG Electronics,312285981,LRMVS3006S,"30 cu. ft. French Door Refrigerator, InstaView, Full-Convert Drawer, Craft Ice in PrintProof Stainless Steel",3198.0,https://www.homedepot.com/p/LG-Electronics-30-cu-ft-French-Door-Refrigerator-InstaView-Full-Convert-Drawer-Craft-Ice-in-PrintProof-Stainless-Steel-LRMVS3006S/312285981
French Door Refrigerators,LG,325158262,LRFXC2606S,26 cu. ft. 3-Door French Door Refrigerator with Ice and Water with Dual Ice in Stainless Counter Depth,2098.0,https://www.homedepot.com/p/LG-26-cu-ft-3-Door-French-Door-Refrigerator-with-Ice-and-Water-with-Dual-Ice-in-Stainless-Counter-Depth-LRFXC2606S/325158262
French Door Refrigerators,FRIGIDAIRE GALLERY,320628170,GRMC2273CF,"21.5 cu. ft. 4-Door French Door Refrigerator in Stainless Steel, Counter-Depth",2198.0,https://www.homedepot.com/p/FRIGIDAIRE-GALLERY-21-5-cu-ft-4-Door-French-Door-Refrigerator-in-Stainless-Steel-Counter-Depth-GRMC2273CF/320628170
French Door Refrigerators,Haier,317192203,QHE16HYPFS,"33 in. 16.8 cu. ft. Counter Depth Retro French Door Refrigerator in Stainless Steel with Door Alarm, LED Light Type",1098.0,https://www.homedepot.com/p/Haier-33-in-16-8-cu-ft-Counter-Depth-Retro-French-Door-Refrigerator-in-Stainless-Steel-with-Door-Alarm-LED-Light-Type-QHE16HYPFS/317192203
French Door Refrigerators,Samsung,319923566,RF29BB89008M,"35.8 in. 29 cu. ft. Standard Depth Retro French Door Refrigerator in Black with Interior Light, Sabbath Mode",3098.0,https://www.homedepot.com/p/Samsung-35-8-in-29-cu-ft-Standard-Depth-Retro-French-Door-Refrigerator-in-Black-with-Interior-Light-Sabbath-Mode-RF29BB89008M/319923566
French Door Refrigerators,Samsung,317168928,None,BESPOKE French Door Smart Refrigerator with Customizable Panels,2899.0,https://www.homedepot.com/p/Samsung-BESPOKE-French-Door-Smart-Refrigerator-with-Customizable-Panels/317168928
French Door Refrigerators,Cafe,318590206,None,Configurable French Door Smart Refrigerator,3629.0,https://www.homedepot.com/p/Cafe-Configurable-French-Door-Smart-Refrigerator/318590206
French Door Refrigerators,LG,315845275,LRFWS2906S,"29 cu. ft. French Door Refrigerator w/ Multi-Air Flow, SmartPull Handle and ENERGY STAR in PrintProof Stainless Steel",1698.0,https://www.homedepot.com/p/LG-29-cu-ft-French-Door-Refrigerator-w-Multi-Air-Flow-SmartPull-Handle-and-ENERGY-STAR-in-PrintProof-Stainless-Steel-LRFWS2906S/315845275
French Door Refrigerators,Bosch,310324797,B36CL80SNS,800 Series 21 cu. ft. 4-Door French Door Counter Depth Smart Refrigerator in Stainless Steel w/ FarmFresh Fridge System,3328.0,https://www.homedepot.com/p/Bosch-800-Series-21-cu-ft-4-Door-French-Door-Counter-Depth-Smart-Refrigerator-in-Stainless-Steel-w-FarmFresh-Fridge-System-B36CL80SNS/310324797
French Door Refrigerators,FRIGIDAIRE GALLERY,320154348,GRFS2853AF,27.8 cu. ft. French Door Refrigerator in Smudge-Proof Stainless Steel,1998.0,https://www.homedepot.com/p/FRIGIDAIRE-GALLERY-27-8-cu-ft-French-Door-Refrigerator-in-Smudge-Proof-Stainless-Steel-GRFS2853AF/320154348
French Door Refrigerators,Haier,319881459,QJS15HYRFS,"14.5 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel, Counter Depth",998.0,https://www.homedepot.com/p/Haier-14-5-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-Counter-Depth-QJS15HYRFS/319881459
French Door Refrigerators,Samsung,315879068,RF29A9671SR,35.8 in. 29 cu. ft. Standard Depth French Door Refrigerator in Stainless Steel with Smudge-Proof Finish,2598.0,https://www.homedepot.com/p/Samsung-35-8-in-29-cu-ft-Standard-Depth-French-Door-Refrigerator-in-Stainless-Steel-with-Smudge-Proof-Finish-RF29A9671SR/315879068
French Door Refrigerators,KitchenAid,323521042,KRFF577KPS,26.8 cu. ft. French Door Refrigerator in Stainless Steel with PrintShield Finish,2898.0,https://www.homedepot.com/p/KitchenAid-26-8-cu-ft-French-Door-Refrigerator-in-Stainless-Steel-with-PrintShield-Finish-KRFF577KPS/323521042
French Door Refrigerators,KitchenAid,205905754,KRFC300ESS,"20 cu. ft. French Door Refrigerator in Stainless Steel, Counter Depth",1998.0,https://www.homedepot.com/p/KitchenAid-20-cu-ft-French-Door-Refrigerator-in-Stainless-Steel-Counter-Depth-KRFC300ESS/205905754
French Door Refrigerators,GE Profile,312648559,PYE22KYNFS,"Profile 22.1 cu. ft. French Door Refrigerator with Autofill in Fingerprint Resistant Stainless Steel, Counter Depth",2598.0,https://www.homedepot.com/p/GE-Profile-Profile-22-1-cu-ft-French-Door-Refrigerator-with-Autofill-in-Fingerprint-Resistant-Stainless-Steel-Counter-Depth-PYE22KYNFS/312648559
French Door Refrigerators,KitchenAid,207176320,KRFC704FPS,"23.8 cu. ft. French Door Refrigerator in PrintShield Stainless Steel, Counter Depth",3798.0,https://www.homedepot.com/p/KitchenAid-23-8-cu-ft-French-Door-Refrigerator-in-PrintShield-Stainless-Steel-Counter-Depth-KRFC704FPS/207176320
French Door Refrigerators,Whirlpool,305608916,WRF560SEHZ,19.7 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel,1798.0,https://www.homedepot.com/p/Whirlpool-19-7-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-WRF560SEHZ/305608916
French Door Refrigerators,Samsung,318307192,RF22A4121SR,29.9 in. 22 cu. ft. Standard Depth Retro French Door Refrigerator in Stainless Steel with LED Light Type,1398.0,https://www.homedepot.com/p/Samsung-29-9-in-22-cu-ft-Standard-Depth-Retro-French-Door-Refrigerator-in-Stainless-Steel-with-LED-Light-Type-RF22A4121SR/318307192
French Door Refrigerators,Frigidaire,318953497,FRFS2823AS,27.8 Cu. Ft. French Door Refrigerator in Stainless Steel,1798.0,https://www.homedepot.com/p/Frigidaire-27-8-Cu-Ft-French-Door-Refrigerator-in-Stainless-Steel-FRFS2823AS/318953497
French Door Refrigerators,Whirlpool,301688547,WRF535SWHZ,25.2 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel with Internal Water Dispenser,1598.0,https://www.homedepot.com/p/Whirlpool-25-2-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-with-Internal-Water-Dispenser-WRF535SWHZ/301688547
French Door Refrigerators,Bosch Benchmark,315174234,B36BT935NS,"Benchmark Series 36 in. W 19.4 cu. ft. Built-In Smart French Door Refrigerator in Stainless Steel, Counter Depth",9899.0,https://www.homedepot.com/p/Bosch-Benchmark-Benchmark-Series-36-in-W-19-4-cu-ft-Built-In-Smart-French-Door-Refrigerator-in-Stainless-Steel-Counter-Depth-B36BT935NS/315174234
French Door Refrigerators,FRIGIDAIRE GALLERY,322717415,GRQC2255BF,36 in. Wide 21.5 cu. ft. Counter-Depth 4-Door Refrigerator in Stainless Steel,2298.0,https://www.homedepot.com/p/FRIGIDAIRE-GALLERY-36-in-Wide-21-5-cu-ft-Counter-Depth-4-Door-Refrigerator-in-Stainless-Steel-GRQC2255BF/322717415
French Door Refrigerators,KitchenAid,206093715,KRMF706ESS,25.8 cu. ft. French Door Refrigerator in Stainless Steel with Platinum Interior,3398.0,https://www.homedepot.com/p/KitchenAid-25-8-cu-ft-French-Door-Refrigerator-in-Stainless-Steel-with-Platinum-Interior-KRMF706ESS/206093715
French Door Refrigerators,Cafe,311204775,CVE28DP4NW2,"35.6 in. 27.8 cu. ft. Standard Depth Retro French Door Refrigerator in Matte White with LED Light Type, Door Alarm",4138.0,https://www.homedepot.com/p/Cafe-35-6-in-27-8-cu-ft-Standard-Depth-Retro-French-Door-Refrigerator-in-Matte-White-with-LED-Light-Type-Door-Alarm-CVE28DP4NW2/311204775
French Door Refrigerators,LG Electronics,310338070,LRFVC2406S,"23 cu. ft. French Door Smart Refrigerator w/ InstaView, Dual and Craft Ice in PrintProof Stainless Steel, Counter Depth",2898.0,https://www.homedepot.com/p/LG-Electronics-23-cu-ft-French-Door-Smart-Refrigerator-w-InstaView-Dual-and-Craft-Ice-in-PrintProof-Stainless-Steel-Counter-Depth-LRFVC2406S/310338070
French Door Refrigerators,LG Electronics,312284412,LRFDS3016S,"30 cu. ft. French Door Smart Refrigerator, Door-In-Door, Dual Ice Makers with Craft Ice, PrintProof Stainless Steel",2798.0,https://www.homedepot.com/p/LG-Electronics-30-cu-ft-French-Door-Smart-Refrigerator-Door-In-Door-Dual-Ice-Makers-with-Craft-Ice-PrintProof-Stainless-Steel-LRFDS3016S/312284412
French Door Refrigerators,KitchenAid,305444643,KRFF507HPS,27 cu. ft. French Door Refrigerator in PrintShield Stainless with Exterior Ice and Water,2498.0,https://www.homedepot.com/p/KitchenAid-27-cu-ft-French-Door-Refrigerator-in-PrintShield-Stainless-with-Exterior-Ice-and-Water-KRFF507HPS/305444643
French Door Refrigerators,Samsung,315878886,RF23A9071SR,35.8 in. 22.9 cu. ft. Counter Depth French Door Refrigerator in Stainless Steel with Smudge-Proof Finish,2298.0,https://www.homedepot.com/p/Samsung-35-8-in-22-9-cu-ft-Counter-Depth-French-Door-Refrigerator-in-Stainless-Steel-with-Smudge-Proof-Finish-RF23A9071SR/315878886
French Door Refrigerators,Whirlpool,305447143,WRF757SDHZ,26.8 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel,2098.0,https://www.homedepot.com/p/Whirlpool-26-8-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-WRF757SDHZ/305447143
French Door Refrigerators,GE,319240166,GFE24JYKFS,"23.7 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless, Standard Depth ENERGY STAR",2518.0,https://www.homedepot.com/p/GE-23-7-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Standard-Depth-ENERGY-STAR-GFE24JYKFS/319240166
French Door Refrigerators,Samsung,324168543,RF25C5551SR,33 in. W 25 cu. ft. 3-Door French Door Smart Refrigerator in Stainless Steel with Beverage Center and Dual Ice,1798.0,https://www.homedepot.com/p/Samsung-33-in-W-25-cu-ft-3-Door-French-Door-Smart-Refrigerator-in-Stainless-Steel-with-Beverage-Center-and-Dual-Ice-RF25C5551SR/324168543
French Door Refrigerators,Samsung,319923480,RF30BB69006M,"Bespoke 30 cu. ft. 3-Door French Door Smart Refrigerator with Family Hub in White Glass/Matt Grey Glass, Standard Depth",2798.0,https://www.homedepot.com/p/Samsung-Bespoke-30-cu-ft-3-Door-French-Door-Smart-Refrigerator-with-Family-Hub-in-White-Glass-Matt-Grey-Glass-Standard-Depth-RF30BB69006M/319923480
French Door Refrigerators,Whirlpool,305470672,WRF767SDHZ,26.8 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel,2198.0,https://www.homedepot.com/p/Whirlpool-26-8-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-WRF767SDHZ/305470672
French Door Refrigerators,LG Electronics,308811049,LMXS28596S,28 cu. ft. 4-Door Smart Refrigerator w/ InstaView Door-in-Door and Door Cooling in PrintProof Stainless Steel,3328.0,https://www.homedepot.com/p/LG-Electronics-28-cu-ft-4-Door-Smart-Refrigerator-w-InstaView-Door-in-Door-and-Door-Cooling-in-PrintProof-Stainless-Steel-LMXS28596S/308811049
French Door Refrigerators,Maytag,207141766,MFI2570FEZ,25 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel,1898.0,https://www.homedepot.com/p/Maytag-25-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-MFI2570FEZ/207141766
French Door Refrigerators,Samsung,318307173,RF22A4221SR,22 cu. ft. 3-Door French Door Smart Refrigerator with Water Dispenser in Fingerprint Resistant Stainless Steel,1598.0,https://www.homedepot.com/p/Samsung-22-cu-ft-3-Door-French-Door-Smart-Refrigerator-with-Water-Dispenser-in-Fingerprint-Resistant-Stainless-Steel-RF22A4221SR/318307173
French Door Refrigerators,Samsung,320592964,RF29A967512,"Bespoke 29 cu. ft. 4-Door Flex French Door Smart Refrigerator with Beverage Center in White Glass, Standard Depth",2798.0,https://www.homedepot.com/p/Samsung-Bespoke-29-cu-ft-4-Door-Flex-French-Door-Smart-Refrigerator-with-Beverage-Center-in-White-Glass-Standard-Depth-RF29A967512/320592964
French Door Refrigerators,Cafe,306337626,CWE23SP4MW2,"23.1 cu. ft. Smart French Door Refrigerator in Matte White, Counter Depth and ENERGY STAR",3418.0,https://www.homedepot.com/p/Cafe-23-1-cu-ft-Smart-French-Door-Refrigerator-in-Matte-White-Counter-Depth-and-ENERGY-STAR-CWE23SP4MW2/306337626
French Door Refrigerators,Samsung,315868534,RF23A9771SR,35.8 in. 22.5 cu. ft. Counter Depth French Door Refrigerator in Stainless Steel with Smudge-Proof Finish,3198.0,https://www.homedepot.com/p/Samsung-35-8-in-22-5-cu-ft-Counter-Depth-French-Door-Refrigerator-in-Stainless-Steel-with-Smudge-Proof-Finish-RF23A9771SR/315868534
French Door Refrigerators,Cafe,306337253,CYE22TP4MW2,"22.2 cu. ft. Smart French Door Refrigerator with Hot Water Dispenser in Matte White, Counter Depth and ENERGY STAR",3688.0,https://www.homedepot.com/p/Cafe-22-2-cu-ft-Smart-French-Door-Refrigerator-with-Hot-Water-Dispenser-in-Matte-White-Counter-Depth-and-ENERGY-STAR-CYE22TP4MW2/306337253
French Door Refrigerators,LG Electronics,320050190,LRMXS3006S,"30 cu. ft. 4-Door French Door Refrigerator, Full Convert Drawer, Smart Cooling and Craft Ice, PrintProof Stainless Steel",2898.0,https://www.homedepot.com/p/LG-Electronics-30-cu-ft-4-Door-French-Door-Refrigerator-Full-Convert-Drawer-Smart-Cooling-and-Craft-Ice-PrintProof-Stainless-Steel-LRMXS3006S/320050190
French Door Refrigerators,ZLINE Kitchen and Bath,319632738,RFM-36,"36"" Freestanding French Door Refrigerator with Ice Maker in Fingerprint Resistant Stainless Steel",3399.96,https://www.homedepot.com/p/ZLINE-Kitchen-and-Bath-36-Freestanding-French-Door-Refrigerator-with-Ice-Maker-in-Fingerprint-Resistant-Stainless-Steel-RFM-36/319632738
French Door Refrigerators,Samsung,324168599,RF25C5151SR,33 in. W 24.5 cu. ft. 3-Door French Door Smart Refrigerator in Stainless Steel with Dual Icemaker,1498.0,https://www.homedepot.com/p/Samsung-33-in-W-24-5-cu-ft-3-Door-French-Door-Smart-Refrigerator-in-Stainless-Steel-with-Dual-Icemaker-RF25C5151SR/324168599
French Door Refrigerators,GE,312920902,GWE23GYNFS,"23.1 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel, Counter Depth and ENERGY STAR",2698.0,https://www.homedepot.com/p/GE-23-1-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-Counter-Depth-and-ENERGY-STAR-GWE23GYNFS/312920902
French Door Refrigerators,GE Profile,312648545,PWE23KYNFS,"23.1 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel, ENERGY STAR and Counter Depth",2968.0,https://www.homedepot.com/p/GE-Profile-23-1-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR-and-Counter-Depth-PWE23KYNFS/312648545
French Door Refrigerators,Cafe,310218839,CWE19SP4NW2,"18.6 cu. ft. French Door Refrigerator in Matte White, Fingerprint Resistant, Counter Depth and ENERGY STAR",2698.0,https://www.homedepot.com/p/Cafe-18-6-cu-ft-French-Door-Refrigerator-in-Matte-White-Fingerprint-Resistant-Counter-Depth-and-ENERGY-STAR-CWE19SP4NW2/310218839
French Door Refrigerators,LG Electronics,312284270,LRFXC2416D,"24 cu. ft. French Door Smart Refrigerator, Dual Ice with Craft Ice in PrintProof Black Stainless Steel, Counter Depth",3508.0,https://www.homedepot.com/p/LG-Electronics-24-cu-ft-French-Door-Smart-Refrigerator-Dual-Ice-with-Craft-Ice-in-PrintProof-Black-Stainless-Steel-Counter-Depth-LRFXC2416D/312284270
French Door Refrigerators,ZLINE Kitchen and Bath,321829085,RFMZ-36-BS-CB,"36"" Autograph Edition Freestanding French Door Refrigerator with Ice Maker in Black Stainless Steel & Champagne Bronze",4139.96,https://www.homedepot.com/p/ZLINE-Kitchen-and-Bath-36-Autograph-Edition-Freestanding-French-Door-Refrigerator-with-Ice-Maker-in-Black-Stainless-Steel-Champagne-Bronze-RFMZ-36-BS-CB/321829085
French Door Refrigerators,Cafe,312293330,CQE28DM5NS5,"27.4 cu. ft. Smart 4-Door Quad French Door Refrigerator in Platinum Glass, ENERGY STAR",4408.0,https://www.homedepot.com/p/Cafe-27-4-cu-ft-Smart-4-Door-Quad-French-Door-Refrigerator-in-Platinum-Glass-ENERGY-STAR-CQE28DM5NS5/312293330
French Door Refrigerators,FRIGIDAIRE GALLERY,320156336,GRFG2353AF,"23.3 cu. ft. French Door Refrigerator in Stainless Steel, Counter-Depth",2098.0,https://www.homedepot.com/p/FRIGIDAIRE-GALLERY-23-3-cu-ft-French-Door-Refrigerator-in-Stainless-Steel-Counter-Depth-GRFG2353AF/320156336
French Door Refrigerators,LG STUDIO,318302017,SRFVC2416S,"24 cu. ft. French Door Refrigerator with Instaview Door-in-Door, Craft Ice Maker in PrintProof Stainless, Counter Depth",3698.0,https://www.homedepot.com/p/LG-STUDIO-24-cu-ft-French-Door-Refrigerator-with-Instaview-Door-in-Door-Craft-Ice-Maker-in-PrintProof-Stainless-Counter-Depth-SRFVC2416S/318302017
French Door Refrigerators,Cafe,319341294,CXE22DP2PS1,"22.3 cu. ft. Smart Four-Door French Door Refrigerator in Stainless Steel, Counter Depth",4138.0,https://www.homedepot.com/p/Cafe-22-3-cu-ft-Smart-Four-Door-French-Door-Refrigerator-in-Stainless-Steel-Counter-Depth-CXE22DP2PS1/319341294
French Door Refrigerators,Frigidaire,316371838,FRQG1721AV,17.4 cu. ft. 4-Door Refrigerator in Brushed Steel,1198.0,https://www.homedepot.com/p/Frigidaire-17-4-cu-ft-4-Door-Refrigerator-in-Brushed-Steel-FRQG1721AV/316371838
French Door Refrigerators,Forno,320668714,FFFFD1974-31SB,31 in 17.5 cu ft French Door No Frost Refrigerator with Ice Marker in Stainless Steel,1499.0,https://www.homedepot.com/p/Forno-31-in-17-5-cu-ft-French-Door-No-Frost-Refrigerator-with-Ice-Marker-in-Stainless-Steel-FFFFD1974-31SB/320668714
French Door Refrigerators,Bosch,310324804,B36CT80SNB,800 Series 21 cu ft 3-Door French Door Counter Depth Smart Refrigerator in Black Stainless Steel with Ice Maker/Water,3378.0,https://www.homedepot.com/p/Bosch-800-Series-21-cu-ft-3-Door-French-Door-Counter-Depth-Smart-Refrigerator-in-Black-Stainless-Steel-with-Ice-Maker-Water-B36CT80SNB/310324804
French Door Refrigerators,ZLINE Kitchen and Bath,322490613,RFM-W-36-BS,"36"" Freestanding French Door Refrigerator with Water and Ice Dispenser in Black Stainless Steel",4319.96,https://www.homedepot.com/p/ZLINE-Kitchen-and-Bath-36-Freestanding-French-Door-Refrigerator-with-Water-and-Ice-Dispenser-in-Black-Stainless-Steel-RFM-W-36-BS/322490613
French Door Refrigerators,Cafe,306337624,CFE28TP4MW2,"27.8 cu. ft. Smart French Door Refrigerator with Hot Water Dispenser in Matte White, Fingerprint Resistant ENERGY STAR",3508.0,https://www.homedepot.com/p/Cafe-27-8-cu-ft-Smart-French-Door-Refrigerator-with-Hot-Water-Dispenser-in-Matte-White-Fingerprint-Resistant-ENERGY-STAR-CFE28TP4MW2/306337624
French Door Refrigerators,KitchenAid,205850728,KBFN502ESS,"24.2 cu. ft. Built-In French Door Refrigerator in Stainless Steel, Platinum Interior",10079.0,https://www.homedepot.com/p/KitchenAid-24-2-cu-ft-Built-In-French-Door-Refrigerator-in-Stainless-Steel-Platinum-Interior-KBFN502ESS/205850728
French Door Refrigerators,ZLINE Kitchen and Bath,321829140,RFMZ-W-36-G,"36"" Autograph Edition Freestanding French Door Refrigerator with Water and Ice Dispenser in Stainless Steel & Gold",4164.96,https://www.homedepot.com/p/ZLINE-Kitchen-and-Bath-36-Autograph-Edition-Freestanding-French-Door-Refrigerator-with-Water-and-Ice-Dispenser-in-Stainless-Steel-Gold-RFMZ-W-36-G/321829140
French Door Refrigerators,GE,312648555,GNE29GYNFS,"28.7 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel, ENERGY STAR",2278.0,https://www.homedepot.com/p/GE-28-7-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR-GNE29GYNFS/312648555
French Door Refrigerators,GE Profile,312648548,PFE28KYNFS,"27.7 cu. ft. French Door Refrigerator with Autofill in Fingerprint Resistant Stainless Steel, ENERGY STAR",2398.0,https://www.homedepot.com/p/GE-Profile-27-7-cu-ft-French-Door-Refrigerator-with-Autofill-in-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR-PFE28KYNFS/312648548
French Door Refrigerators,Bosch,314916319,B36CL81ENG,"800 Series 21 cu ft French Door Counter Depth Smart Refrigerator in Stainless Steel, Refreshment Center Beverage Drawer",4318.0,https://www.homedepot.com/p/Bosch-800-Series-21-cu-ft-French-Door-Counter-Depth-Smart-Refrigerator-in-Stainless-Steel-Refreshment-Center-Beverage-Drawer-B36CL81ENG/314916319
French Door Refrigerators,ZLINE Kitchen and Bath,321829190,RFMZ-36-G,"36"" Autograph Edition Freestanding French Door Refrigerator with Ice Maker in Stainless Steel & Gold",3654.96,https://www.homedepot.com/p/ZLINE-Kitchen-and-Bath-36-Autograph-Edition-Freestanding-French-Door-Refrigerator-with-Ice-Maker-in-Stainless-Steel-Gold-RFMZ-36-G/321829190
French Door Refrigerators,Galanz,317091267,GLR16FS2D08,29 in. W 16.0 cu. ft. French Door Refrigerator in Stainless Steel,999.99,https://www.homedepot.com/p/Galanz-29-in-W-16-0-cu-ft-French-Door-Refrigerator-in-Stainless-Steel-GLR16FS2D08/317091267
French Door Refrigerators,Bosch,317143902,B36FD50SNB,"500 Series 26 cu ft 3-Door French Door Refrigerator in Black Stainless Steel with Ice and Water, Freezer, Standard Depth",2748.0,https://www.homedepot.com/p/Bosch-500-Series-26-cu-ft-3-Door-French-Door-Refrigerator-in-Black-Stainless-Steel-with-Ice-and-Water-Freezer-Standard-Depth-B36FD50SNB/317143902
French Door Refrigerators,Whirlpool,302693556,WRX986SIHZ,26 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel,3419.0,https://www.homedepot.com/p/Whirlpool-26-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-WRX986SIHZ/302693556
French Door Refrigerators,Frigidaire,319997543,FRFS2823AD,27.8 Cu. Ft. French Door Refrigerator in Black Stainless Steel,1898.0,https://www.homedepot.com/p/Frigidaire-27-8-Cu-Ft-French-Door-Refrigerator-in-Black-Stainless-Steel-FRFS2823AD/319997543
French Door Refrigerators,GE,206875949,GNE25JGKWW,"32.8 in. 24.7 cu. ft. Standard Depth Retro French Door Refrigerator in White with Hidden Hinge, LED Light",1798.0,https://www.homedepot.com/p/GE-32-8-in-24-7-cu-ft-Standard-Depth-Retro-French-Door-Refrigerator-in-White-with-Hidden-Hinge-LED-Light-GNE25JGKWW/206875949
French Door Refrigerators,LG SIGNATURE,312962399,URNTS3106N,"30 cu. ft. French Door Refrigerator w/ InstaView, Glide N' Serve, Auto Open Door and Voice Activation in Textured Steel",6998.0,https://www.homedepot.com/p/LG-SIGNATURE-30-cu-ft-French-Door-Refrigerator-w-InstaView-Glide-N-Serve-Auto-Open-Door-and-Voice-Activation-in-Textured-Steel-URNTS3106N/312962399
French Door Refrigerators,LG,325158270,LRFS28XBD,28 cu. ft. 3 Door French Door Refrigerator with Ice and Water with Single Ice in Black Stainless Standard Depth,2098.0,https://www.homedepot.com/p/LG-28-cu-ft-3-Door-French-Door-Refrigerator-with-Ice-and-Water-with-Single-Ice-in-Black-Stainless-Standard-Depth-LRFS28XBD/325158270
French Door Refrigerators,GE,319240148,GNE21FYKFS,"20.8 cu ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel, ENERGY STAR",1798.0,https://www.homedepot.com/p/GE-20-8-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR-GNE21FYKFS/319240148
French Door Refrigerators,Cafe,308802386,CYE22UP2MS1,"22.2 cu. ft. Smart French Door Refrigerator with Keurig K-Cup in Stainless Steel, Counter Depth ENERGY STAR",3778.0,https://www.homedepot.com/p/Cafe-22-2-cu-ft-Smart-French-Door-Refrigerator-with-Keurig-K-Cup-in-Stainless-Steel-Counter-Depth-ENERGY-STAR-CYE22UP2MS1/308802386
